query_image_path,utm_east,utm_north,reference_1_path,reference_1_distance,reference_1_utm_east,reference_1_utm_north,reference_2_path,reference_2_distance,reference_2_utm_east,reference_2_utm_north,reference_3_path,reference_3_distance,reference_3_utm_east,reference_3_utm_north
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546341.18@4177873.08@10@S@37.747001@-122.473869@52030882949@@@@@@20220423@@.jpg,546341.18,4177873.08,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7925081849098206,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.8020301461219788,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0544807.25@4178600.99@10@S@037.75362@-122.49135@tDpfu-mCCy4XG59b1ecbtQ@@0@@@@201804@@.jpg,0.802367314696312,544807.25,4178600.99
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546349.96@4177047.98@10@S@37.739411@-122.473935@49865703971@@@@@@20200507@@.jpg,546349.96,4177047.98,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546371.85@4177025.92@10@S@37.739421@-122.473712@8307737426@@@@@@20121225@@.jpg,546371.85,4177025.92,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546389.10@4177043.88@10@S@37.739433@-122.47348@7534215070@@@@@@20120709@@.jpg,546389.1,4177043.88,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546397.51@4177178.73@10@S@37.740676@-122.473398@51500872018@@@@@@20210921@@.jpg,546397.51,4177178.73,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546401.66@4177051.71@10@S@37.739562@-122.473335@51478393610@@@@@@20210915@@.jpg,546401.66,4177051.71,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546405.06@4177042.19@10@S@37.739455@-122.47334@51506431609@@@@@@20210923@@.jpg,546405.06,4177042.19,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546406.44@4177156.92@10@S@37.740311@-122.473367@50518585317@@@@@@20201023@@.jpg,546406.44,4177156.92,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7485447525978088,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7674191743135452,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.773489847779274,543256.96,4178906.7
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546406.76@4177100.12@10@S@37.740032@-122.47335@51805845550@@@@@@20220105@@.jpg,546406.76,4177100.12,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546408.32@4176979.19@10@S@37.738886@-122.473296@23620024352@@@@@@20151213@@.jpg,546408.32,4176979.19,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.8471729308366776,544802.75,4178456.73,C:\Users\danba\Documents\VPR_datasets\debug\@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.8541369885206223,543256.96,4178906.7,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.8571415096521378,545156.27,4178409.84
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546443.09@4174276.38@10@S@37.714666@-122.47325@14678546307@@@@@@20140809@@.jpg,546443.09,4174276.38,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546445.80@4177896.20@10@S@37.747142@-122.472807@51961490716@@@@@@20220323@@.jpg,546445.8,4177896.2,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7862209975719452,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544807.25@4178600.99@10@S@037.75362@-122.49135@tDpfu-mCCy4XG59b1ecbtQ@@0@@@@201804@@.jpg,0.7936666160821915,544807.25,4178600.99,C:\Users\danba\Documents\VPR_datasets\debug\@0544850.40@4178603.45@10@S@037.75364@-122.49086@lL5f5aUJAZ9KgGJd89jqkQ@@0@@@@201606@@.jpg,0.7951834052801132,544850.4,4178603.45
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546445.80@4177896.20@10@S@37.747143@-122.472814@51961490716@@@@@@20220323@@.jpg,546445.8,4177896.2,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7846114337444305,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.799768254160881,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0544850.40@4178603.45@10@S@037.75364@-122.49086@lL5f5aUJAZ9KgGJd89jqkQ@@0@@@@201606@@.jpg,0.8008701354265213,544850.4,4178603.45
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546450.66@4177033.57@10@S@37.739461@-122.472784@51817883409@@@@@@20220113@@.jpg,546450.66,4177033.57,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.764297604560852,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.7701594978570938,543256.96,4178906.7,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7781515419483185,545156.27,4178409.84
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546460.20@4177029.63@10@S@37.739462@-122.472667@51485767339@@@@@@20210915@@.jpg,546460.2,4177029.63,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546460.99@4177249.32@10@S@37.7413@-122.472712@51685926743@@@@@@20211117@@.jpg,546460.99,4177249.32,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546469.44@4177047.55@10@S@37.73947@-122.472551@51811657486@@@@@@20220109@@.jpg,546469.44,4177047.55,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546470.86@4177530.75@10@S@37.743935@-122.472496@51962946489@@@@@@20220323@@.jpg,546470.86,4177530.75,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546471.79@4177239.84@10@S@37.741295@-122.472822@51817541416@@@@@@20220113@@.jpg,546471.79,4177239.84,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546474.69@4174331.04@10@S@37.715026@-122.472875@18463606410@@@@@@20150609@@.jpg,546474.69,4174331.04,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546479.03@4177034.29@10@S@37.739474@-122.47243@50518585412@@@@@@20201023@@.jpg,546479.03,4177034.29,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7545242309570312,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7555267810821533,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7673791348934174,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546483.33@4177319.46@10@S@37.742043@-122.472405@51601997404@@@@@@20211018@@.jpg,546483.33,4177319.46,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546483.62@4177047.63@10@S@37.73948@-122.472383@50517696368@@@@@@20201023@@.jpg,546483.62,4177047.63,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.719419538974762,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7316900193691254,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7462186813354492,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546492.05@4177210.11@10@S@37.741097@-122.472369@51837015696@@@@@@20220123@@.jpg,546492.05,4177210.11,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.6973330974578857,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7052298784255981,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7102800607681274,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546495.48@4177211.01@10@S@37.741005@-122.472361@51837390528@@@@@@20220123@@.jpg,546495.48,4177211.01,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.764776885509491,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7648766338825226,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7681843489408493,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546495.48@4177211.57@10@S@37.741005@-122.472361@51683636438@@@@@@20211115@@.jpg,546495.48,4177211.57,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546497.41@4177212.91@10@S@37.741005@-122.472361@51500647541@@@@@@20210921@@.jpg,546497.41,4177212.91,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7206557393074036,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7314472198486328,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7477701008319855,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546500.54@4176188.18@10@S@37.731746@-122.47213@31684084380@@@@@@20170102@@.jpg,546500.54,4176188.18,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7461031079292297,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7740022242069244,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7762163430452347,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546500.83@4177214.37@10@S@37.740831@-122.472319@51501571550@@@@@@20210921@@.jpg,546500.83,4177214.37,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7099134922027588,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7195048928260803,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7416610419750214,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546515.23@4177256.06@10@S@37.741324@-122.472026@51685922138@@@@@@20211117@@.jpg,546515.23,4177256.06,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546518.07@4181793.14@10@S@37.782271@-122.471935@11446799424@@@@@@20131219@@.jpg,546518.07,4181793.14,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546524.41@4178282.42@10@S@37.750674@-122.472047@14272294448@@@@@@20140619@@.jpg,546524.41,4178282.42,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7105387449264526,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.721467912197113,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.7419760227203369,543256.96,4178906.7
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546529.04@4178290.21@10@S@37.750783@-122.471848@51008709065@@@@@@20210328@@.jpg,546529.04,4178290.21,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546538.03@4177039.61@10@S@37.739508@-122.471756@51823427675@@@@@@20220115@@.jpg,546538.03,4177039.61,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.6768397688865662,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.6977795660495758,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7007213830947876,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546559.50@4178137.49@10@S@37.749306@-122.471447@50826624651@@@@@@20210112@@.jpg,546559.5,4178137.49,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7181896269321442,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7268733382225037,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7437448501586914,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546574.40@4177262.61@10@S@37.741372@-122.471055@51686287839@@@@@@20211117@@.jpg,546574.4,4177262.61,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546577.18@4177253.64@10@S@37.74136@-122.4713@51499852037@@@@@@20210921@@.jpg,546577.18,4177253.64,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546582.52@4177259.88@10@S@37.741458@-122.471282@51685571578@@@@@@20211117@@.jpg,546582.52,4177259.88,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7001461982727051,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.7180351316928864,543256.96,4178906.7,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7190574705600739,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546589.27@4176204.32@10@S@37.731929@-122.471225@51023794808@@@@@@20210311@@.jpg,546589.27,4176204.32,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546590.71@4178803.05@10@S@37.755383@-122.47106@51208092805@@@@@@20210527@@.jpg,546590.71,4178803.05,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546599.33@4177153.68@10@S@37.740622@-122.471218@51958580537@@@@@@20220323@@.jpg,546599.33,4177153.68,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546605.80@4178504.01@10@S@37.752575@-122.470909@50825877448@@@@@@20210112@@.jpg,546605.8,4178504.01,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7557257413864136,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7558798044919968,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7889901697635651,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546606.16@4178314.95@10@S@37.751021@-122.470873@51077193898@@@@@@20210328@@.jpg,546606.16,4178314.95,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7609541714191437,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7689410448074341,544802.75,4178456.73,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7710033655166626,545104.55,4178200.97
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546638.51@4181641.59@10@S@37.78085@-122.470201@13979229920@@@@@@20140512@@.jpg,546638.51,4181641.59,C:\Users\danba\Documents\VPR_datasets\debug\@0544850.40@4178603.45@10@S@037.75364@-122.49086@lL5f5aUJAZ9KgGJd89jqkQ@@0@@@@201606@@.jpg,0.720965564250946,544850.4,4178603.45,C:\Users\danba\Documents\VPR_datasets\debug\@0544807.25@4178600.99@10@S@037.75362@-122.49135@tDpfu-mCCy4XG59b1ecbtQ@@0@@@@201804@@.jpg,0.748336136341095,544807.25,4178600.99,C:\Users\danba\Documents\VPR_datasets\debug\@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.7701069116592407,543256.96,4178906.7
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546642.07@4179239.82@10@S@37.759053@-122.470307@51356425609@@@@@@20210803@@.jpg,546642.07,4179239.82,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7705307751893997,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7893824577331543,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7963275164365768,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546643.05@4177930.15@10@S@37.747418@-122.470536@14155986776@@@@@@20140513@@.jpg,546643.05,4177930.15,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546647.24@4178404.27@10@S@37.75178@-122.470536@51208092785@@@@@@20210527@@.jpg,546647.24,4178404.27,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7649814784526825,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7735759913921356,544802.75,4178456.73,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7753188461065292,545156.27,4178409.84
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546651.35@4181644.44@10@S@37.78085@-122.470201@26090507247@@@@@@20180323@@.jpg,546651.35,4181644.44,C:\Users\danba\Documents\VPR_datasets\debug\@0544850.40@4178603.45@10@S@037.75364@-122.49086@lL5f5aUJAZ9KgGJd89jqkQ@@0@@@@201606@@.jpg,0.7312916815280914,544850.4,4178603.45,C:\Users\danba\Documents\VPR_datasets\debug\@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.7488793134689331,543256.96,4178906.7,C:\Users\danba\Documents\VPR_datasets\debug\@0544807.25@4178600.99@10@S@037.75362@-122.49135@tDpfu-mCCy4XG59b1ecbtQ@@0@@@@201804@@.jpg,0.7621527910232544,544807.25,4178600.99
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546652.15@4176835.44@10@S@37.737703@-122.470588@49370117426@@@@@@20200112@@.jpg,546652.15,4176835.44,,,,,,,,,,,,
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546665.50@4179332.38@10@S@37.76125@-122.470462@51356707745@@@@@@20210803@@.jpg,546665.5,4179332.38,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.7730453908443451,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7858603000640869,544802.75,4178456.73,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.7868730425834656,545104.55,4178200.97
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546717.42@4179544.15@10@S@37.76197@-122.469625@51356707705@@@@@@20210803@@.jpg,546717.42,4179544.15,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.688761830329895,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0543256.96@4178906.70@10@S@037.75645@-122.50893@L-2IR8dif5bpYQIeb5o7oQ@@0@@@@201502@@.jpg,0.7098865509033203,543256.96,4178906.7,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.7171318531036377,544802.75,4178456.73
C:\U\sersdanba\D\ocuments\VPR_datasets\SF_XL\queries_night@0546735.69@4177268.18@10@S@37.741486@-122.469489@51500647446@@@@@@20210921@@.jpg,546735.69,4177268.18,C:\Users\danba\Documents\VPR_datasets\debug\@0545104.55@4178200.97@10@S@037.75000@-122.48800@SMtE7Wy0Jm2KgW-efQW_Jg@@0@@@@201711@@.jpg,0.6962831020355225,545104.55,4178200.97,C:\Users\danba\Documents\VPR_datasets\debug\@0545156.27@4178409.84@10@S@037.75188@-122.48740@S-DhwmruWgz1L-yJZYtR7A@@0@@@@201711@@.jpg,0.714339554309845,545156.27,4178409.84,C:\Users\danba\Documents\VPR_datasets\debug\@0544802.75@4178456.73@10@S@037.75232@-122.49141@COgBEwO71m7yQorw9K9uxA@@0@@@@201311@@.jpg,0.717049241065979,544802.75,4178456.73
